date,price,reference
2016/12/21,17.05,http://www.carbonnews.co.nz/story.asp?storyID=11725
2017/01/24,17.20,http://www.carbonnews.co.nz/story.asp?storyID=11739
2017/01/26,17.12,http://www.carbonnews.co.nz/story.asp?storyID=11758
2017/01/27,17.12,http://www.carbonnews.co.nz/story.asp?storyID=11767
2017/01/31,16.90,http://www.carbonnews.co.nz/story.asp?storyID=11775
2017/02/07,17.10,http://www.carbonnews.co.nz/story.asp?storyID=11813
2017/02/09,17.20,http://www.carbonnews.co.nz/story.asp?storyID=11831
2017/02/14,17.65,http://www.carbonnews.co.nz/story.asp?storyID=11861
2017/02/22,18.07,http://www.carbonnews.co.nz/story.asp?storyID=11916
2017/02/28,18.05,http://www.carbonnews.co.nz/story.asp?storyID=11950
2017/03/02,17.80,http://www.carbonnews.co.nz/story.asp?storyID=11969
2017/03/03,17.90,http://www.carbonnews.co.nz/story.asp?storyID=11978
2017/03/10,17.85,http://www.carbonnews.co.nz/story.asp?storyID=12022
2017/03/17,17.30,http://www.carbonnews.co.nz/story.asp?storyID=12063
2017/03/24,17.20,http://www.carbonnews.co.nz/story.asp?storyID=12106
2017/03/27,17.17,http://www.carbonnews.co.nz/story.asp?storyID=12113
2017/03/31,17.20,http://www.carbonnews.co.nz/story.asp?storyID=12152
2017/04/06,17.70,http://www.carbonnews.co.nz/story.asp?storyID=12190
2017/04/13,17.40,http://www.carbonnews.co.nz/story.asp?storyID=12235
2017/04/21,17.30,http://www.carbonnews.co.nz/story.asp?storyID=12269
2017/04/28,17.15,http://www.carbonnews.co.nz/story.asp?storyID=12300
2017/05/04,17.20,http://www.carbonnews.co.nz/story.asp?storyID=12331
2017/05/12,17.10,http://www.carbonnews.co.nz/story.asp?storyID=12391
2017/05/19,16.95,http://www.carbonnews.co.nz/story.asp?storyID=12434
2017/05/25,16.75,http://www.carbonnews.co.nz/story.asp?storyID=12468
2017/05/31,16.80,http://www.carbonnews.co.nz/story.asp?storyID=12504
2017/06/02,16.77,http://www.carbonnews.co.nz/story.asp?storyID=12523
2017/06/06,16.70,http://www.carbonnews.co.nz/story.asp?storyID=12531
2017/06/09,16.57,http://www.carbonnews.co.nz/story.asp?storyID=12555
2017/06/16,16.52,http://www.carbonnews.co.nz/story.asp?storyID=12605
2017/06/22,16.50,http://www.carbonnews.co.nz/story.asp?storyID=12646
2017/06/29,17.05,http://www.carbonnews.co.nz/story.asp?storyID=12691
2017/06/30,17.10,http://www.carbonnews.co.nz/story.asp?storyID=12695
2017/07/05,17.20,http://www.carbonnews.co.nz/story.asp?storyID=12726
2017/07/10,17.35,http://www.carbonnews.co.nz/story.asp?storyID=12755
2017/07/14,17.90,http://www.carbonnews.co.nz/story.asp?storyID=12793
2017/07/18,17.85,http://www.carbonnews.co.nz/story.asp?storyID=12815
2017/07/21,17.70,http://www.carbonnews.co.nz/story.asp?storyID=12842
2017/07/31,17.85,http://www.carbonnews.co.nz/story.asp?storyID=12891
2017/08/09,17.80,http://www.carbonnews.co.nz/story.asp?storyID=12958
2017/08/15,17.72,http://www.carbonnews.co.nz/story.asp?storyID=12994
2017/08/18,17.95,http://www.carbonnews.co.nz/story.asp?storyID=13017
2017/08/21,17.95,http://www.carbonnews.co.nz/story.asp?storyID=13028
2017/08/23,18.00,http://www.carbonnews.co.nz/story.asp?storyID=13049
2017/08/25,18.02,http://www.carbonnews.co.nz/story.asp?storyID=13067
2017/08/29,18.10,http://www.carbonnews.co.nz/story.asp?storyID=13084
2017/08/31,18.20,http://www.carbonnews.co.nz/story.asp?storyID=13103
2017/09/01,18.25,http://www.carbonnews.co.nz/story.asp?storyID=13113
2017/09/04,18.35,http://www.carbonnews.co.nz/story.asp?storyID=13120
2017/09/05,18.35,http://www.carbonnews.co.nz/story.asp?storyID=13134
2017/09/06,18.40,http://www.carbonnews.co.nz/story.asp?storyID=13140
2017/09/08,18.22,http://www.carbonnews.co.nz/story.asp?storyID=13159
2017/09/13,18.30,http://www.carbonnews.co.nz/story.asp?storyID=13184
2017/09/15,18.30,http://www.carbonnews.co.nz/story.asp?storyID=13206
2017/09/19,18.30,http://www.carbonnews.co.nz/story.asp?storyID=13222
2017/09/22,18.15,http://www.carbonnews.co.nz/story.asp?storyID=13249
2017/09/25,18.20,http://www.carbonnews.co.nz/story.asp?storyID=13263
2017/09/29,17.97,http://www.carbonnews.co.nz/story.asp?storyID=13301
2017/10/03,17.95,http://www.carbonnews.co.nz/story.asp?storyID=13323
2017/10/06,18.10,http://www.carbonnews.co.nz/story.asp?storyID=13348
2017/10/13,18.40,http://www.carbonnews.co.nz/story.asp?storyID=13395
2017/10/20,18.40,http://www.carbonnews.co.nz/story.asp?storyID=13442
2017/10/27,18.95,http://www.carbonnews.co.nz/story.asp?storyID=13480
2017/10/30,18.40,http://www.carbonnews.co.nz/story.asp?storyID=13490
2017/10/31,19.00,http://www.carbonnews.co.nz/story.asp?storyID=13498
2017/11/01,18.95,http://www.carbonnews.co.nz/story.asp?storyID=13509
2017/11/02,18.95,http://www.carbonnews.co.nz/story.asp?storyID=13519
2017/11/03,18.97,http://www.carbonnews.co.nz/story.asp?storyID=13525
2017/11/06,19.15,http://www.carbonnews.co.nz/story.asp?storyID=13537
2017/11/07,19.25,http://www.carbonnews.co.nz/story.asp?storyID=13547
2017/11/08,19.29,http://www.carbonnews.co.nz/story.asp?storyID=13552
2017/11/09,19.20,http://www.carbonnews.co.nz/story.asp?storyID=13563
2017/11/10,19.25,http://www.carbonnews.co.nz/story.asp?storyID=13573
2017/11/13,19.25,http://www.carbonnews.co.nz/story.asp?storyID=13581
2017/11/15,19.24,http://www.carbonnews.co.nz/story.asp?storyID=13608
2017/11/16,19.20,http://www.carbonnews.co.nz/story.asp?storyID=13618
2017/11/20,19.40,http://www.carbonnews.co.nz/story.asp?storyID=13630
2017/11/22,19.25,http://www.carbonnews.co.nz/story.asp?storyID=13651
2017/11/24,19.25,http://www.carbonnews.co.nz/story.asp?storyID=13673
2017/11/29,19.30,http://www.carbonnews.co.nz/story.asp?storyID=13695
2017/11/30,19.75,http://www.carbonnews.co.nz/story.asp?storyID=13710
2017/12/04,19.95,http://www.carbonnews.co.nz/story.asp?storyID=13724
2017/12/05,19.70,http://www.carbonnews.co.nz/story.asp?storyID=13737
2017/12/06,19.82,http://www.carbonnews.co.nz/story.asp?storyID=13748
2017/12/07,20.25,http://www.carbonnews.co.nz/story.asp?storyID=13759
2017/12/08,20.25,http://www.carbonnews.co.nz/story.asp?storyID=13768
2017/12/11,20.25,http://www.carbonnews.co.nz/story.asp?storyID=13780
2017/12/12,20.40,http://www.carbonnews.co.nz/story.asp?storyID=13795
2017/12/13,20.55,http://www.carbonnews.co.nz/story.asp?storyID=13805
2017/12/14,20.75,http://www.carbonnews.co.nz/story.asp?storyID=13813
2017/12/15,21.00,http://www.carbonnews.co.nz/story.asp?storyID=13821
2018/01/22,21.40,http://www.carbonnews.co.nz/story.asp?storyID=13831
2018/01/24,21.25,http://www.carbonnews.co.nz/story.asp?storyID=13852
2018/01/26,21.20,http://www.carbonnews.co.nz/story.asp?storyID=13873
2018/01/30,21.22,http://www.carbonnews.co.nz/story.asp?storyID=13881
2018/01/31,21.22,http://www.carbonnews.co.nz/story.asp?storyID=13891
2018/02/01,21.32,http://www.carbonnews.co.nz/story.asp?storyID=13901
2018/02/02,21.35,http://www.carbonnews.co.nz/story.asp?storyID=13909
2018/02/05,21.40,http://www.carbonnews.co.nz/story.asp?storyID=13915
2018/02/07,21.40,http://www.carbonnews.co.nz/story.asp?storyID=13923
2018/02/08,21.45,http://www.carbonnews.co.nz/story.asp?storyID=13938
2018/02/09,21.50,http://www.carbonnews.co.nz/story.asp?storyID=13948
2018/02/12,21.55,http://www.carbonnews.co.nz/story.asp?storyID=13950
2018/02/13,21.50,http://www.carbonnews.co.nz/story.asp?storyID=13964
2018/02/14,21.52,http://www.carbonnews.co.nz/story.asp?storyID=13972
2018/02/15,21.55,http://www.carbonnews.co.nz/story.asp?storyID=13983
2018/02/16,21.50,http://www.carbonnews.co.nz/story.asp?storyID=13989
2018/02/20,21.42,http://www.carbonnews.co.nz/story.asp?storyID=14006
2018/02/21,21.20,http://www.carbonnews.co.nz/story.asp?storyID=14011
2018/02/23,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14028
2018/02/25,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14034
2018/02/28,21.85,http://www.carbonnews.co.nz/story.asp?storyID=14058
2018/03/01,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14063
2018/03/02,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14074
2018/03/05,20.90,http://www.carbonnews.co.nz/story.asp?storyID=14076
2018/03/06,20.90,http://www.carbonnews.co.nz/story.asp?storyID=14089
2018/03/07,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14098
2018/03/09,20.90,http://www.carbonnews.co.nz/story.asp?storyID=14109
2018/03/12,21.00,http://www.carbonnews.co.nz/story.asp?storyID=14118
2018/03/13,20.80,http://www.carbonnews.co.nz/story.asp?storyID=14130
2018/03/14,20.90,http://www.carbonnews.co.nz/story.asp?storyID=14138
2018/03/15,20.92,http://www.carbonnews.co.nz/story.asp?storyID=14144
2018/03/16,20.93,http://www.carbonnews.co.nz/story.asp?storyID=14154
2018/03/17,20.94,http://www.carbonnews.co.nz/story.asp?storyID=14156
2018/03/20,20.93,http://www.carbonnews.co.nz/story.asp?storyID=14172
2018/03/21,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14176
2018/03/22,20.93,http://www.carbonnews.co.nz/story.asp?storyID=14188
2018/03/23,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14196
2018/03/26,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14198
2018/03/27,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14211
2018/03/28,21.00,http://www.carbonnews.co.nz/story.asp?storyID=14217
2018/03/29,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14225
2018/04/03,21.02,http://www.carbonnews.co.nz/story.asp?storyID=14228
2018/04/04,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14237
2018/04/05,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14247
2018/04/06,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14256
2018/04/09,21.20,http://www.carbonnews.co.nz/story.asp?storyID=14259
2018/04/10,21.22,http://www.carbonnews.co.nz/story.asp?storyID=14273
2018/04/11,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14275
2018/04/12,21.20,http://www.carbonnews.co.nz/story.asp?storyID=14287
2018/04/13,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14295
2018/04/16,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14298
2018/04/17,21.27,http://www.carbonnews.co.nz/story.asp?storyID=14310
2018/04/18,21.27,http://www.carbonnews.co.nz/story.asp?storyID=14319
2018/04/19,21.30,http://www.carbonnews.co.nz/story.asp?storyID=14325
2018/04/20,21.30,http://www.carbonnews.co.nz/story.asp?storyID=14335
2018/04/23,21.35,http://www.carbonnews.co.nz/story.asp?storyID=14344
2018/04/24,21.35,http://www.carbonnews.co.nz/story.asp?storyID=14352
2018/04/26,21.26,http://www.carbonnews.co.nz/story.asp?storyID=14356
2018/04/27,21.27,http://www.carbonnews.co.nz/story.asp?storyID=14367
2018/04/30,21.55,http://www.carbonnews.co.nz/story.asp?storyID=14372
2018/05/01,21.50,http://www.carbonnews.co.nz/story.asp?storyID=14386
2018/05/03,21.47,http://www.carbonnews.co.nz/story.asp?storyID=14397
2018/05/04,21.45,http://www.carbonnews.co.nz/story.asp?storyID=14408
2018/05/07,21.45,http://www.carbonnews.co.nz/story.asp?storyID=14412
2018/05/08,21.45,http://www.carbonnews.co.nz/story.asp?storyID=14425
2018/05/09,21.35,http://www.carbonnews.co.nz/story.asp?storyID=14429
2018/05/10,21.30,http://www.carbonnews.co.nz/story.asp?storyID=14440
2018/05/14,21.30,http://www.carbonnews.co.nz/story.asp?storyID=14452
2018/05/15,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14464
2018/05/16,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14474
2018/05/17,21.20,http://www.carbonnews.co.nz/story.asp?storyID=14480
2018/05/18,21.25,http://www.carbonnews.co.nz/story.asp?storyID=14489
2018/05/21,21.20,http://www.carbonnews.co.nz/story.asp?storyID=14493
2018/05/23,21.20,http://www.carbonnews.co.nz/story.asp?storyID=14513
2018/05/25,21.15,http://www.carbonnews.co.nz/story.asp?storyID=14530
2018/05/28,21.00,http://www.carbonnews.co.nz/story.asp?storyID=14532
2018/05/30,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14554
2018/06/01,20.95,http://www.carbonnews.co.nz/story.asp?storyID=14567
2018/06/05,20.80,http://www.carbonnews.co.nz/story.asp?storyID=14578
2018/06/05,20.80,http://www.carbonnews.co.nz/story.asp?storyID=14578
2018/06/06,20.55,http://www.carbonnews.co.nz/story.asp?storyID=14587
2018/06/07,20.75,http://www.carbonnews.co.nz/story.asp?storyID=14590
2018/06/08,20.65,http://www.carbonnews.co.nz/story.asp?storyID=14599
2018/06/11,20.62,http://www.carbonnews.co.nz/story.asp?storyID=14606
2018/06/12,20.55,http://www.carbonnews.co.nz/story.asp?storyID=14614
2018/06/13,20.50,http://www.carbonnews.co.nz/story.asp?storyID=14622
2018/06/14,20.55,http://www.carbonnews.co.nz/story.asp?storyID=14631
2018/06/15,20.45,http://www.carbonnews.co.nz/story.asp?storyID=14639
2018/06/18,20.42,http://www.carbonnews.co.nz/story.asp?storyID=14648
2018/06/19,20.45,http://www.carbonnews.co.nz/story.asp?storyID=14656
2018/06/20,20.50,http://www.carbonnews.co.nz/story.asp?storyID=14666
2018/06/21,20.52,http://www.carbonnews.co.nz/story.asp?storyID=14673
2018/06/22,20.55,http://www.carbonnews.co.nz/story.asp?storyID=14681
2018/06/25,20.80,http://www.carbonnews.co.nz/story.asp?storyID=14689
2018/06/26,20.75,http://www.carbonnews.co.nz/story.asp?storyID=14697
2018/06/27,20.90,http://www.carbonnews.co.nz/story.asp?storyID=14705
2018/06/28,20.92,http://www.carbonnews.co.nz/story.asp?storyID=14713
2018/06/29,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14722
2018/07/02,21.10,http://www.carbonnews.co.nz/story.asp?storyID=14729
2018/07/03,21.17,http://www.carbonnews.co.nz/story.asp?storyID=14737
2018/07/04,21.45,http://www.carbonnews.co.nz/story.asp?storyID=14745
2018/07/06,21.55,http://www.carbonnews.co.nz/story.asp?storyID=14761
2018/07/09,21.55,http://www.carbonnews.co.nz/story.asp?storyID=14772
2018/07/11,21.65,http://www.carbonnews.co.nz/story.asp?storyID=14787
2018/07/12,21.80,http://www.carbonnews.co.nz/story.asp?storyID=14795
2018/07/13,21.80,http://www.carbonnews.co.nz/story.asp?storyID=14804
2018/07/16,22.00,http://www.carbonnews.co.nz/story.asp?storyID=14812
2018/07/17,21.95,http://www.carbonnews.co.nz/story.asp?storyID=14820
2018/07/18,22.20,http://www.carbonnews.co.nz/story.asp?storyID=14828
2018/07/19,22.40,http://www.carbonnews.co.nz/story.asp?storyID=14838
2018/07/20,22.50,http://www.carbonnews.co.nz/story.asp?storyID=14846
2018/07/23,22.60,http://www.carbonnews.co.nz/story.asp?storyID=14852
2018/07/24,22.65,http://www.carbonnews.co.nz/story.asp?storyID=14860
2018/07/25,22.85,http://www.carbonnews.co.nz/story.asp?storyID=14868
2018/07/26,23.00,http://www.carbonnews.co.nz/story.asp?storyID=14877
2018/07/27,22.80,http://www.carbonnews.co.nz/story.asp?storyID=14885
2018/07/30,22.75,http://www.carbonnews.co.nz/story.asp?storyID=14893
2018/07/31,22.70,http://www.carbonnews.co.nz/story.asp?storyID=14902
2018/08/01,22.70,http://www.carbonnews.co.nz/story.asp?storyID=14911
2018/08/02,22.70,http://www.carbonnews.co.nz/story.asp?storyID=14919
2018/08/03,22.70,http://www.carbonnews.co.nz/story.asp?storyID=14927
2018/08/06,22.65,http://www.carbonnews.co.nz/story.asp?storyID=14935
2018/08/08,22.70,http://www.carbonnews.co.nz/story.asp?storyID=14951
2018/08/09,22.75,http://www.carbonnews.co.nz/story.asp?storyID=14962
2018/08/10,23.10,http://www.carbonnews.co.nz/story.asp?storyID=14970
2018/08/13,23.10,http://www.carbonnews.co.nz/story.asp?storyID=14978
2018/08/14,23.10,http://www.carbonnews.co.nz/story.asp?storyID=14986
2018/08/15,23.85,http://www.carbonnews.co.nz/story.asp?storyID=14996
2018/08/16,24.20,http://www.carbonnews.co.nz/story.asp?storyID=15004
2018/08/17,24.17,http://www.carbonnews.co.nz/story.asp?storyID=15012
2018/08/20,24.40,http://www.carbonnews.co.nz/story.asp?storyID=15020
2018/08/21,24.30,http://www.carbonnews.co.nz/story.asp?storyID=15028
2018/08/22,24.55,http://www.carbonnews.co.nz/story.asp?storyID=15036
2018/08/23,24.65,http://www.carbonnews.co.nz/story.asp?storyID=15036
2018/08/24,24.65,http://www.carbonnews.co.nz/story.asp?storyID=15036
2018/08/27,24.65,http://www.carbonnews.co.nz/story.asp?storyID=15060
2018/08/28,24.65,http://www.carbonnews.co.nz/story.asp?storyID=15068
2018/08/29,24.80,http://www.carbonnews.co.nz/story.asp?storyID=15076
2018/08/30,24.80,http://www.carbonnews.co.nz/story.asp?storyID=15084
2018/08/31,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15092
2018/09/03,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15100
2018/09/04,25.02,http://www.carbonnews.co.nz/story.asp?storyID=15108
2018/09/05,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15117
2018/09/06,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15124
2018/09/07,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15132
2018/09/10,25.12,http://www.carbonnews.co.nz/story.asp?storyID=15140
2018/09/11,25.15,http://www.carbonnews.co.nz/story.asp?storyID=15148
2018/09/12,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15157
2018/09/13,25.06,http://www.carbonnews.co.nz/story.asp?storyID=15166
2018/09/14,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15174
2018/09/17,24.95,http://www.carbonnews.co.nz/story.asp?storyID=15182
2018/09/19,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15198
2018/09/20,25.06,http://www.carbonnews.co.nz/story.asp?storyID=15206
2018/09/21,25.03,http://www.carbonnews.co.nz/story.asp?storyID=15214
2018/09/24,25.06,http://www.carbonnews.co.nz/story.asp?storyID=15223
2018/09/26,25.03,http://www.carbonnews.co.nz/story.asp?storyID=15239
2018/09/27,25.03,http://www.carbonnews.co.nz/story.asp?storyID=15247
2018/09/28,25.03,http://www.carbonnews.co.nz/story.asp?storyID=15256
2018/10/01,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15263
2018/10/02,25.03,http://www.carbonnews.co.nz/story.asp?storyID=15271
2018/10/03,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15280
2018/10/04,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15287
2018/10/05,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15295
2018/10/08,25.12,http://www.carbonnews.co.nz/story.asp?storyID=15303
2018/10/09,25.25,http://www.carbonnews.co.nz/story.asp?storyID=15312
2018/10/10,25.25,http://www.carbonnews.co.nz/story.asp?storyID=15322
2018/10/11,25.27,http://www.carbonnews.co.nz/story.asp?storyID=15334
2018/10/12,25.25,http://www.carbonnews.co.nz/story.asp?storyID=15338
2018/10/15,25.11,http://www.carbonnews.co.nz/story.asp?storyID=15346
2018/10/16,25.02,http://www.carbonnews.co.nz/story.asp?storyID=15354
2018/10/17,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15362
2018/10/18,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15369
2018/10/19,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15377
2018/10/23,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15386
2018/10/24,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15394
2018/10/25,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15403
2018/10/26,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15410
2018/10/29,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15417
2018/10/30,25.12,http://www.carbonnews.co.nz/story.asp?storyID=15424
2018/10/31,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15432
2018/11/01,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15440
2018/11/02,25.02,http://www.carbonnews.co.nz/story.asp?storyID=15447
2018/11/05,25.03,http://www.carbonnews.co.nz/story.asp?storyID=15456
2018/11/06,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15463
2018/11/07,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15471
2018/11/09,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15486
2018/11/12,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15495
2018/11/13,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15502
2018/11/14,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15510
2018/11/15,24.97,http://www.carbonnews.co.nz/story.asp?storyID=15518
2018/11/16,24.90,http://www.carbonnews.co.nz/story.asp?storyID=15526
2018/11/19,24.85,http://www.carbonnews.co.nz/story.asp?storyID=15534
2018/11/20,24.85,http://www.carbonnews.co.nz/story.asp?storyID=15542
2018/11/21,24.80,http://www.carbonnews.co.nz/story.asp?storyID=15551
2018/11/22,24.80,http://www.carbonnews.co.nz/story.asp?storyID=15559
2018/11/23,24.85,http://www.carbonnews.co.nz/story.asp?storyID=15566
2018/11/26,24.80,http://www.carbonnews.co.nz/story.asp?storyID=15574
2018/11/27,24.80,http://www.carbonnews.co.nz/story.asp?storyID=15582
2018/11/28,24.95,http://www.carbonnews.co.nz/story.asp?storyID=15590
2018/11/29,24.90,http://www.carbonnews.co.nz/story.asp?storyID=15598
2018/11/30,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15606
2018/12/03,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15613
2018/12/05,25.02,http://www.carbonnews.co.nz/story.asp?storyID=15634
2018/12/06,25.01,http://www.carbonnews.co.nz/story.asp?storyID=15639
2018/12/07,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15646
2018/12/10,25.15,http://www.carbonnews.co.nz/story.asp?storyID=15654
2018/12/11,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15663
2018/12/12,25.45,http://www.carbonnews.co.nz/story.asp?storyID=15670
2018/12/13,25.85,http://www.carbonnews.co.nz/story.asp?storyID=15680
2018/12/14,25.85,http://www.carbonnews.co.nz/story.asp?storyID=15688
2018/12/17,25.80,http://www.carbonnews.co.nz/story.asp?storyID=15696
2018/12/18,24.90,http://www.carbonnews.co.nz/story.asp?storyID=15704
2018/12/19,24.82,http://www.carbonnews.co.nz/story.asp?storyID=15713
2018/12/20,24.85,http://www.carbonnews.co.nz/story.asp?storyID=15719
2018/12/21,24.00,http://www.carbonnews.co.nz/story.asp?storyID=15726
2019/01/24,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15750
2019/01/25,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15758
2019/01/29,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15766
2019/01/30,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15774
2019/01/31,25.10,http://www.carbonnews.co.nz/story.asp?storyID=15783
2019/02/01,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15791
2019/02/04,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15798
2019/02/05,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15806
2019/02/07,24.95,http://www.carbonnews.co.nz/story.asp?storyID=15814
2019/02/08,25.00,http://www.carbonnews.co.nz/story.asp?storyID=15822
2019/02/11,25.05,http://www.carbonnews.co.nz/story.asp?storyID=15831
2019/02/13,25.30,http://www.carbonnews.co.nz/story.asp?storyID=15848
2019/02/15,25.30,http://www.carbonnews.co.nz/story.asp?storyID=15865
2019/02/18,25.22,http://www.carbonnews.co.nz/story.asp?storyID=15872
2019/02/19,25.30,http://www.carbonnews.co.nz/story.asp?storyID=15881
2019/02/20,25.30,http://www.carbonnews.co.nz/story.asp?storyID=15888
2019/02/21,25.15,http://www.carbonnews.co.nz/story.asp?storyID=15896
2019/02/28,25.15,http://www.carbonnews.co.nz/story.asp?storyID=15936
2019/03/01,25.20,http://www.carbonnews.co.nz/story.asp?storyID=15944
2019/03/04,25.25,http://www.carbonnews.co.nz/story.asp?storyID=15952
2019/03/05,25.20,http://www.carbonnews.co.nz/story.asp?storyID=15960
2019/03/06,25.12,http://www.carbonnews.co.nz/story.asp?storyID=15968
2019/03/07,25.15,http://www.carbonnews.co.nz/story.asp?storyID=15976
2019/03/08,25.20,http://www.carbonnews.co.nz/story.asp?storyID=15984
2019/03/11,25.25,http://www.carbonnews.co.nz/story.asp?storyID=15992
2019/03/12,25.15,http://www.carbonnews.co.nz/story.asp?storyID=16000
2019/03/13,25.30,http://www.carbonnews.co.nz/story.asp?storyID=16009
2019/03/14,25.40,http://www.carbonnews.co.nz/story.asp?storyID=16017
2019/03/15,25.45,http://www.carbonnews.co.nz/story.asp?storyID=16026
2019/03/18,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16036
2019/03/19,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16044
2019/03/20,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16052
2019/03/21,25.57,http://www.carbonnews.co.nz/story.asp?storyID=16060
2019/03/22,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16068
2019/03/25,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16076
2019/03/26,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16084
2019/03/27,25.60,http://www.carbonnews.co.nz/story.asp?storyID=16093
2019/03/28,25.60,http://www.carbonnews.co.nz/story.asp?storyID=16102
2019/03/29,25.67,http://www.carbonnews.co.nz/story.asp?storyID=16109
2019/04/01,25.70,http://www.carbonnews.co.nz/story.asp?storyID=16117
2019/04/02,25.75,http://www.carbonnews.co.nz/story.asp?storyID=16125
2019/04/03,25.70,http://www.carbonnews.co.nz/story.asp?storyID=16133
2019/04/04,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16142
2019/04/05,25.62,http://www.carbonnews.co.nz/story.asp?storyID=16149
2019/04/08,25.63,http://www.carbonnews.co.nz/story.asp?storyID=16157
2019/04/09,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16165
2019/04/11,25.62,http://www.carbonnews.co.nz/story.asp?storyID=16181
2019/04/12,25.62,http://www.carbonnews.co.nz/story.asp?storyID=16189
2019/04/15,25.62,http://www.carbonnews.co.nz/story.asp?storyID=16197
2019/04/16,25.60,http://www.carbonnews.co.nz/story.asp?storyID=16205
2019/04/17,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16213
2019/04/18,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16221
2019/04/23,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16229
2019/04/24,25.62,http://www.carbonnews.co.nz/story.asp?storyID=16237
2019/04/26,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16245
2019/04/30,25.65,http://www.carbonnews.co.nz/story.asp?storyID=16263
2019/05/02,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16279
2019/05/03,25.50,http://www.carbonnews.co.nz/story.asp?storyID=16286
2019/05/06,25.35,http://www.carbonnews.co.nz/story.asp?storyID=16293
2019/05/07,25.45,http://www.carbonnews.co.nz/story.asp?storyID=16301
2019/05/08,25.50,http://www.carbonnews.co.nz/story.asp?storyID=16309
2019/05/10,25.55,http://www.carbonnews.co.nz/story.asp?storyID=16324
